city,min_temp,max_tmp,humidity
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.98
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.17
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.43
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.6
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.31
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.4
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.09
Gurgaon,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.95
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.69
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.06
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.31
Noida,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',45.8
Noida,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.37
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.12
Gurgaon,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.84
Faridabad,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.57
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.15
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.69
Faridabad,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.11
Faridabad,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.54
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.32
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.79
Noida,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.84
Noida,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.85
Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.3
Gurgaon,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.33
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.89
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.73
Noida,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.89
Noida,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.58
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.89
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.29
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.83
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.48
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.36
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.47
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.34
Noida,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.4
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.21
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.31
Noida,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.25
Gurgaon,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.84
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.74
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.0
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.68
Faridabad,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.72
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.52
New Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.64
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.25
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.84
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.99
Gurgaon,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.36
New Delhi,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.04
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.8
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.62
Noida,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',77.46
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.45
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.46
Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.84
Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.16
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.94
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.63
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.25
Gurgaon,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.81
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.76
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',83.47
Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.52
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.25
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.51
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.44
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.65
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',83.86
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.52
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.31
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.23
Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.78
New Delhi,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.11
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.54
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.01
New Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.74
Faridabad,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.88
Faridabad,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.39
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.28
Noida,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.04
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.89
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.55
New Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.25
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.07
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.71
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.74
New Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.86
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.05
Gurgaon,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.37
Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.44
Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.55
Gurgaon,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.1
Noida,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.69
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.51
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',39.53
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.04
Gurgaon,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.82
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.99
Gurgaon,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.81
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.11
Noida,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.78
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.78
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',83.01
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',83.68
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.12
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.99
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.56
Gurgaon,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.8
Noida,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.51
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.43
Noida,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.66
Gurgaon,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.16
Gurgaon,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.84
Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.43
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.24
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.37
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.96
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.57
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.77
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.89
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.2
Faridabad,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.9
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.66
New Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.44
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.19
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.01
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.65
Faridabad,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.19
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.21
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.2
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.01
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.66
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.99
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.0
New Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.25
Faridabad,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.86
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.41
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.46
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.33
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.36
Gurgaon,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.1
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.16
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',56.83
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.25
Noida,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.28
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.17
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.62
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',77.79
Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.75
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.08
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.04
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.55
New Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.42
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.69
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.83
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.92
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.57
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.07
Faridabad,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.61
Gurgaon,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.03
Noida,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.99
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.16
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.18
Noida,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.63
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.31
Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.4
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.82
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.79
Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.06
Faridabad,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.3
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',56.34
Noida,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.4
Noida,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.25
Noida,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.58
Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.37
Noida,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',45.19
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.64
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.56
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.34
Faridabad,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.97
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.31
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.71
New Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.3
Noida,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.1
New Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.05
Gurgaon,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.37
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.84
Gurgaon,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.24
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.89
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.19
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',77.93
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.93
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.77
Gurgaon,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.34
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.98
Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.33
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.64
Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.7
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.26
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.21
Noida,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.23
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.78
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.4
Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.82
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.6
Noida,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.65
New Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.02
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.89
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.37
Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.11
Faridabad,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.85
Gurgaon,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.81
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.64
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.38
Faridabad,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.34
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.45
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.78
Gurgaon,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.14
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.04
Noida,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.38
Gurgaon,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.02
Noida,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.42
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.78
Noida,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.98
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.35
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.76
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.09
New Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.1
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.48
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.22
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.37
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.63
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.57
New Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.92
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.74
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.85
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.49
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.65
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.9
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.74
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.68
Noida,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.0
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.7
Gurgaon,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.41
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.26
Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.48
Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.2
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',57.74
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.49
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.76
Faridabad,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.91
New Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.34
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.17
Noida,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.86
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.87
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.13
Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.38
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.1
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.16
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.43
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.43
New Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.44
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.1
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.44
Gurgaon,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.03
Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.51
Gurgaon,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.76
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.66
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.0
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.49
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.04
Faridabad,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.34
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.61
New Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.88
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.75
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.66
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.11
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.59
Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.3
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',57.99
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.24
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.65
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.7
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.93
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',87.75
Gurgaon,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.77
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.14
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.72
Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.51
Faridabad,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.71
Gurgaon,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.38
Noida,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.75
New Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.32
Noida,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.78
Noida,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.17
New Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.73
Noida,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.22
Noida,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.51
Faridabad,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.35
Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.2
Faridabad,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.38
Gurgaon,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.29
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.79
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.71
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.16
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.08
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.65
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.61
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.3
Noida,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.64
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',56.36
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.36
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.81
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.13
Gurgaon,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.66
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.39
Noida,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.69
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.91
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.21
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.42
New Delhi,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.38
Noida,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.7
Faridabad,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.51
Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.6
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.39
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.28
Noida,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.48
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.54
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.58
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.17
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.75
Gurgaon,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.77
